miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)				
MIRT003371	hsa-miR-19b-3p	Homo sapiens	PTEN	5728	Homo sapiens	In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23824915				
MIRT005585	hsa-miR-221-3p	Homo sapiens	PTEN	5728	Homo sapiens	FACS//Flow//Luciferase reporter assay//Northern blot//Western blot	Functional MTI	20618998				
MIRT005585	hsa-miR-221-3p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19962668				
MIRT005585	hsa-miR-221-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	23372675				
MIRT005585	hsa-miR-221-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24286315				
MIRT005585	hsa-miR-221-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27644883				
MIRT005585	hsa-miR-221-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26501139				
MIRT005586	hsa-miR-222-3p	Homo sapiens	PTEN	5728	Homo sapiens	FACS//Flow//Luciferase reporter assay//Northern blot//Western blot	Functional MTI	20618998				
MIRT005586	hsa-miR-222-3p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19962668				
MIRT005586	hsa-miR-222-3p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	23028614				
MIRT005586	hsa-miR-222-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23974492				
MIRT005586	hsa-miR-222-3p	Homo sapiens	PTEN	5728	Homo sapiens	Microarray//qRT-PCR//Western blot	Functional MTI	23994196				
MIRT005586	hsa-miR-222-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27644883				
MIRT005865	hsa-miR-106b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	21283765				
MIRT005865	hsa-miR-106b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24842611				
MIRT005865	hsa-miR-106b-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot	Functional MTI	25041637				
MIRT005865	hsa-miR-106b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27270534				
MIRT005865	hsa-miR-106b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26238857				
MIRT006098	hsa-miR-29b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Immunoblot//Immunofluorescence//qRT-PCR//Western blot//Western blot	Microarray	Other	Functional MTI	21359530		
MIRT006098	hsa-miR-29b-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23179556				
MIRT006098	hsa-miR-29b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26063204				
MIRT006196	hsa-miR-519d-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22262409				
MIRT006216	hsa-miR-93-5p	Homo sapiens	PTEN	5728	Homo sapiens	GFP reporter assay//qRT-PCR//Western blot	Functional MTI	22465665				
MIRT006216	hsa-miR-93-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	27119510				
MIRT006216	hsa-miR-93-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26087719				
MIRT006216	hsa-miR-93-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	25823655				
MIRT006233	hsa-miR-519a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22262409				
MIRT006233	hsa-miR-519a-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	24752803				
MIRT006233	hsa-miR-519a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26708293				
MIRT006640	hsa-miR-519c-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22262409				
MIRT006693	hsa-miR-103a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24828205				
MIRT006745	hsa-miR-22-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	20388916				
MIRT006745	hsa-miR-22-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	26544868				
MIRT006746	hsa-miR-25-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	20388916				
MIRT006987	hsa-miR-23a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23019365				
MIRT006987	hsa-miR-23a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24317043				
MIRT006987	hsa-miR-23a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24101522				
MIRT007028	hsa-miR-29a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Reporter assay	Functional MTI	21573166				
MIRT007028	hsa-miR-29a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	23426367				
MIRT007028	hsa-miR-29a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Microarray//qRT-PCR//Western blot	Functional MTI	23994196				
MIRT007028	hsa-miR-29a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Next Generation Sequencing (NGS)//qRT-PCR//Western blot	Functional MTI	26199111				
MIRT007028	hsa-miR-29a-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	27523474				
MIRT007096	hsa-miR-23b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	23189187				
MIRT007190	hsa-miR-144-3p	Homo sapiens	PTEN	5728	Homo sapiens	Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23125220				
MIRT026981	hsa-miR-106a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24108762				
MIRT026981	hsa-miR-106a-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26306906				
MIRT026981	hsa-miR-106a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	26097565				
MIRT047231	hsa-miR-181b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//MTT assay	Functional MTI	25148875				
MIRT052907	hsa-miR-182-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24867318				
MIRT053069	hsa-miR-128-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24132591				
MIRT053594	hsa-miR-29c-3p	Homo sapiens	PTEN	5728	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	23143395				
MIRT053754	hsa-miR-425-5p	Homo sapiens	PTEN	5728	Homo sapiens	ChIP-seq//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24571667				
MIRT053778	hsa-miR-382-5p	Homo sapiens	PTEN	5728	Homo sapiens	ELISA//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24914051				
MIRT054327	hsa-miR-92a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24026406				
MIRT054327	hsa-miR-92a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26432332				
MIRT054327	hsa-miR-92a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27366095				
MIRT054348	hsa-miR-32-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//QRTPCR//Western blot	Functional MTI	23617834				
MIRT054348	hsa-miR-32-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23524257				
MIRT054348	hsa-miR-32-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	28319142				
MIRT054371	hsa-miR-200a-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24413994				
MIRT054460	hsa-miR-130b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24220575				
MIRT054460	hsa-miR-130b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	26837847				
MIRT054460	hsa-miR-130b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	25637514				
MIRT054711	hsa-miR-301a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24315818				
MIRT054711	hsa-miR-301a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	26837847				
MIRT054711	hsa-miR-301a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	27230112				
MIRT054834	hsa-miR-492	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Microarray//Western blot//qRT-PCR	Functional MTI	25253996				
MIRT054862	hsa-miR-20b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	25364498				
MIRT054862	hsa-miR-20b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	23945289				
MIRT054912	hsa-miR-10b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	23384558				
MIRT054912	hsa-miR-10b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24100613				
MIRT054912	hsa-miR-10b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	27113763				
MIRT437787	hsa-miR-155-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	23684381				
MIRT437791	hsa-miR-205-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24084898				
MIRT437791	hsa-miR-205-5p	Homo sapiens	PTEN	5728	Homo sapiens	ChIP-seq//ELISA//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23856247				
MIRT437791	hsa-miR-205-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23564023				
MIRT437791	hsa-miR-205-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25973003				
MIRT437791	hsa-miR-205-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	27974696				
MIRT438102	hsa-miR-429	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24866238				
MIRT438250	hsa-miR-718	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	25107449				
MIRT438250	hsa-miR-718	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Microarray//Western blot	Functional MTI	25104021				
MIRT438258	hsa-miR-10a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24100613				
MIRT438258	hsa-miR-10a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	26317552				
MIRT438261	hsa-miR-92b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24099768				
MIRT438261	hsa-miR-92b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	28337377				
MIRT438449	hsa-miR-153-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23060044				
MIRT438485	hsa-miR-26b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24161401				
MIRT438485	hsa-miR-26b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24140453				
MIRT438486	hsa-miR-320a	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24161401				
MIRT622568	hsa-miR-26a-1-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	27517917				
MIRT634387	hsa-miR-377-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25998046				
MIRT731301	hsa-miR-301b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	26837847				
MIRT731542	hsa-miR-130a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	27040383				
MIRT732079	hsa-miR-181a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	26323677				
MIRT732079	hsa-miR-181a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	28322462				
MIRT732079	hsa-miR-181a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28388883				
MIRT732303	hsa-miR-29a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	27548517				
MIRT732387	hsa-miR-142-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27796281				
MIRT732847	hsa-miR-106b-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	28288092				
MIRT732847	hsa-miR-106b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26318586				
MIRT733098	hsa-miR-17-3p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26318586				
MIRT733099	hsa-miR-20a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26318586				
MIRT733130	hsa-miR-193a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26753960				
MIRT733272	hsa-miR-190b	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26692329				
MIRT733300	hsa-miR-370-5p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27499479				
MIRT733404	hsa-miR-302a-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26890744				
MIRT733703	hsa-miR-301a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27855389				
MIRT733862	hsa-miR-200a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	27983967				
MIRT733958	hsa-miR-130a-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26458524				
MIRT734038	hsa-miR-181c-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Western blot	Functional MTI	25695913				
MIRT734096	hsa-miR-200c-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	28008308				
MIRT734096	hsa-miR-200c-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Microarray//Western blot	Functional MTI	28029649				
MIRT734278	hsa-miR-518c-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25088422				
MIRT734279	hsa-miR-638	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25088422				
MIRT734330	hsa-miR-200c-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	28411308				
MIRT734357	hsa-miR-486-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25515961				
MIRT734357	hsa-miR-486-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Next Generation Sequencing (NGS)//qRT-PCR//Western blot	Functional MTI	27650731				
MIRT734382	hsa-miR-494-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26045065				
MIRT734419	hsa-miR-744-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Ago2-IP/IgG-IP////Western blot	Functional MTI	27533461				
MIRT734534	hsa-miR-1273g-3p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Immunofluorescence//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27423040				
MIRT734580	hsa-miR-1250-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	26544868				
MIRT734893	hsa-miR-155-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27811366				
MIRT734893	hsa-miR-155-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28132399				
MIRT734981	hsa-miR-21-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25963606				
MIRT735478	hsa-miR-152-3p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27508033				
MIRT734080	hsa-miR-93-5p	Homo sapiens	PTENP1	11191	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	28212532				
MIRT734081	hsa-miR-106b-5p	Homo sapiens	PTENP1	11191	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	28212532				
MIRT438345	hsa-miR-149-5p	Homo sapiens	PTGER2	5732	Homo sapiens	ELISA//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25916550				
MIRT053339	hsa-miR-101-3p	Homo sapiens	PTGER4	5734	Homo sapiens	Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot//Motility assay//CAM assay//Colony formation assay	Functional MTI	22353936				
MIRT437844	hsa-miR-146a-5p	Homo sapiens	PTGES2	80142	Homo sapiens	Luciferase reporter assay	Functional MTI	23589616				
MIRT735044	hsa-miR-522-3p	Homo sapiens	PTGR1	22949	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	28088550				
MIRT001426	hsa-miR-16-5p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay	Functional MTI	23226427				
MIRT004297	hsa-miR-101-3p	Homo sapiens	PTGS2	5743	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	19133256				
MIRT004297	hsa-miR-101-3p	Homo sapiens	PTGS2	5743	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23013439				
MIRT004297	hsa-miR-101-3p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26556718				
MIRT004297	hsa-miR-101-3p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	26530100				
MIRT004659	hsa-miR-26b-5p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay	Functional MTI	20100477				
MIRT004659	hsa-miR-26b-5p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23374284				
MIRT004659	hsa-miR-26b-5p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	27769043				
MIRT006329	hsa-miR-137	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22406049				
MIRT006757	hsa-miR-143-3p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay	Functional MTI	21790228				
MIRT006757	hsa-miR-143-3p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24105952				
MIRT052956	hsa-miR-199a-3p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	22294637				
MIRT054370	hsa-miR-199a-5p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24413338				
MIRT437352	hsa-miR-146a-5p	Homo sapiens	PTGS2	5743	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22699322				
MIRT437360	hsa-miR-589-5p	Homo sapiens	PTGS2	5743	Homo sapiens	5RACE//Next Generation Sequencing (NGS)//qRT-PCR//Western blot	Functional MTI	23999091				
MIRT437813	hsa-miR-558	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay	Functional MTI	23611898				
MIRT732182	hsa-miR-26a-5p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26959737				
MIRT732182	hsa-miR-26a-5p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27900011				
MIRT732183	hsa-miR-144-3p	Homo sapiens	PTGS2	5743	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26959737				
MIRT735236	hsa-miR-125b-5p	Homo sapiens	PTH1R	5745	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26351562				
MIRT035547	hsa-miR-33a-5p	Homo sapiens	PTHLH	5744	Homo sapiens	Luciferase reporter assay	Functional MTI	23453925				
MIRT006388	hsa-miR-138-5p	Homo sapiens	PTK2	5747	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	21444814				
